academicyear,unitid,instname,state,iclevel,appliedaid02,Average aid,grant07,any_aid_num,any_aid_pct,fed_grant_num,fed_grant_pct,fed_grant_avg_amount,state_grant_num,state_grant_pct,state_grant_avg_amount,inst_grant_num,inst_grant_pct,inst_grant_avg_amount,loan_num,loan_pct,loan_avg_amount,tuitionfee01_tf,totalcompletions_100fte,ft_faculty_per_100fte,actcm25,actcm75
2002,206437,Walsh University,OH,1,,30481.97951,7437603,244,91,141,52,2892,233,87,1953,243,90,4616,207,77,5490,13150,23.67170872,4.908514851,19,24
2003,206437,Walsh University,OH,1,,29171.2947,8809731,302,100,169,56,2852,287,95,1618,302,100,5573,231,76,5389,13913,24.51841541,4.978390704,19,24
2004,206437,Walsh University,OH,1,,34011.94755,9727417,286,98,103,35,3276,249,85,1514,286,98,5558,268,91,5442,14730,24.34348852,5.142990532,19,24
2005,206437,Walsh University,OH,1,,34009.58806,11393212,335,99,119,35,3348,323,95,1675,335,99,6343,274,81,3638,15640,25.31697796,5.041549964,19,23
2006,206437,Walsh University,OH,1,,31571.01124,14049100,445,100,138,31,3339,424,95,1488,445,100,9139,370,83,3466,16540,19.73399545,4.847946859,19,24
2007,206437,Walsh University,OH,1,,35365.79368,16798752,475,100,152,32,3916,456,96,1822,469,99,9156,453,95,3852,17750,23.30730127,4.562280249,19,24
2008,206437,Walsh University,OH,1,,43029.15453,19492207,453,100,151,33,4506,433,96,1660,448,99,9972,356,79,5493,18930,23.84495185,4.633836796,19,25
2009,206437,Walsh University,OH,1,,42977.47674,22176378,516,100,165,32,4664,477,92,1590,510,99,10464,401,78,6907,20050,25.26425882,4.676947566,19,24
2002,206349,Ursuline College,OH,1,,45864.41935,4265391,93,98,38,40,3599,87,92,1819,81,85,5982,78,82,3520,14730,40.38309549,6.554937239,18,24
2003,206349,Ursuline College,OH,1,,51099.19149,4803324,94,100,40,43,3640,90,96,1840,85,90,6107,81,86,3559,15845,36.76001444,6.307931472,17,22
2004,206349,Ursuline College,OH,1,,49107.52174,5647365,115,100,54,47,3400,114,99,2445,103,90,7097,105,91,3767,17270,33.88101975,6.358901068,17,21
2005,206349,Ursuline College,OH,1,,52848.68807,5760507,109,89,64,52,3777,107,87,2258,104,85,7545,109,89,4083,18100,32.10079608,6.676233942,18,22
2006,206349,Ursuline College,OH,1,,49230.83333,6793855,138,100,58,42,3717,135,98,2040,134,97,9669,128,93,3197,19090,31.73193879,6.858488212,18,23
2007,206349,Ursuline College,OH,1,,63335.62903,7853618,124,100,57,46,3874,122,98,2142,123,99,10430,107,86,5250,20060,28.32105048,6.907573287,18,22
2008,206349,Ursuline College,OH,1,,68600.90909,7546100,110,100,50,45,3903,104,95,2053,107,97,10202,91,83,6507,21110,39.67627655,6.896327978,18,23
2009,206349,Ursuline College,OH,1,,71295.63636,7842520,110,100,53,48,4574,106,96,2283,105,95,11835,109,99,8619,22060,31.52397809,7.349148267,18,23
2004,206330,Urbana University,OH,1,,28159.9204,5660144,201,92,142,65,2204,185,84,1751,195,89,4805,199,91,3970,13540,23.93718962,4.312214306,17,20
2005,206330,Urbana University,OH,1,,24178.65992,5972129,247,100,125,51,1620,163,66,1394,247,100,5187,183,74,3280,14350,28.24185138,4.488885018,17.95703125,20.7890625
2006,206330,Urbana University,OH,1,,32967.12613,7318702,222,90,194,79,2167,194,79,1982,222,90,6743,219,89,4792,15180,27.27702525,4.474464711,18,21
2004,206048,Tiffin University,OH,1,,25844.8254,6512896,252,97,106,41,3298,223,86,1883,240,93,5817,219,85,4231,13590,30.98520156,3.669300185,17,22
2005,206048,Tiffin University,OH,1,,28230.15054,7876212,279,99,114,40,2880,252,89,1661,237,84,6500,2,1,1000,14280,31.79436944,3.289072701,18,22
2006,206048,Tiffin University,OH,1,,33392.98529,9082892,272,96,79,28,297,232,82,1462,263,93,7556,225,80,5633,15000,30.60388978,3.88733011,18,22
2007,206048,Tiffin University,OH,1,,38877.36333,11663209,300,92,116,35,3408,257,79,1863,287,88,7893,257,79,5583,15870,26.39787879,3.165538866,18,23
2008,206048,Tiffin University,OH,1,,41477.23323,12982374,313,99,134,43,3329,252,80,1636,286,91,7889,277,88,7277,16800,23.48896206,2.598778781,18,22
2002,205957,Franciscan University of Steubenville,OH,1,,31229.12281,7120240,228,70,66,20,2736,43,13,1507,208,64,4550,170,52,7108,13900,26.92160201,5.259345847,22,25
2003,205957,Franciscan University of Steubenville,OH,1,,26175.58163,7695621,294,82,104,29,2987,77,21,1503,274,76,4200,253,70,5681,14400,26.61959361,5.064292889,21.75390625,25.5
2004,205957,Franciscan University of Steubenville,OH,1,,25951.58562,7577863,292,83,88,25,2902,104,30,1369,260,74,4799,291,83,5060,15050,27.85210637,5.086466235,22,26
2005,205957,Franciscan University of Steubenville,OH,1,,22933.28783,7728518,337,90,89,24,3427,105,28,1533,280,75,4987,256,68,6593,15700,26.9779285,4.815705047,21,27
2006,205957,Franciscan University of Steubenville,OH,1,,22333.52139,8352737,374,94,81,20,3084,109,27,1325,311,78,5462,324,81,5262,16450,27.2045541,4.803520588,22,28
2007,205957,Franciscan University of Steubenville,OH,1,,24840.88732,8818515,355,89,79,20,3486,84,21,1652,296,75,5318,323,81,5279,17350,29.78413877,4.92566128,22,28
2008,205957,Franciscan University of Steubenville,OH,1,,23158.67229,9610849,415,93,93,21,3943,100,22,1210,345,77,5664,361,81,5865,18180,26.26408555,4.857056916,22,28
2002,204936,Otterbein College,OH,1,,31141.99612,16038128,515,93,188,34,1886,453,82,1599,515,93,6267,377,68,2430,17928,24.30538331,6.140759388,20,26
2003,204936,Otterbein College,OH,1,,36393.4898,17832810,490,90,217,40,2711,486,89,977,490,90,6534,434,80,2095,18993,27.97767518,5.935759658,20,25
2004,204936,Otterbein College,OH,1,,32290.51223,19794084,613,98,148,24,3386,565,90,1376,597,95,8283,461,74,2881,20133,24.96188953,6.046415139,21,27
2005,204936,Otterbein College,OH,1,,32823.5437,22155892,675,100,161,24,3619,629,93,1395,653,97,8866,451,67,3021,21342,26.73451581,5.827199129,21,27
2006,204936,Otterbein College,OH,1,,38360.81445,23361736,609,97,150,24,3614,568,91,1334,590,94,9983,409,65,3350,22518,24.6213628,5.891000915,21,26
2007,204936,Otterbein College,OH,1,,41081.80923,26703176,650,99,166,25,3736,594,90,870,627,95,10432,468,71,4775,23871,24.53649158,5.840272696,20,26
2008,204936,Otterbein College,OH,1,,44070.18051,27587933,626,99,187,30,4363,576,91,1312,615,97,10358,459,73,4518,25065,24.05418901,6.117391866,20,25
2009,204936,Otterbein College,OH,1,,46638.69665,30594985,656,100,202,31,4474,592,90,1230,652,99,12221,546,83,7171,26319,24.34504354,6.290997488,20,25
2003,204909,Ohio Wesleyan University,OH,1,,46554.57857,26070564,560,99,107,19,5248,303,53,1520,538,95,14125,333,59,5268,24000,20.4051964,6.729034018,23,28
2004,204909,Ohio Wesleyan University,OH,1,,47447.47048,26523136,559,99,105,19,5428,288,51,1511,542,96,14305,316,56,4416,25440,19.69880758,6.740440791,24,29
2005,204909,Ohio Wesleyan University,OH,1,,49009.51699,27396320,559,99,102,18,5405,291,52,1458,542,96,13880,304,54,4415,26820,20.80353666,6.715000454,24,28
2006,204909,Ohio Wesleyan University,OH,1,,47691.79019,28185848,591,100,119,20,5588,307,52,1515,578,97,15831,321,54,4801,28280,19.76085133,6.655208997,24,29
2007,204909,Ohio Wesleyan University,OH,1,,53393.40146,29259584,548,97,105,19,6064,279,50,1489,546,97,15555,377,67,6004,30290,19.28202846,6.96439842,24,28
2008,204909,Ohio Wesleyan University,OH,1,,53921.22902,30842943,572,99,114,20,5715,262,45,1442,572,99,17370,400,69,6467,31930,19.23981052,6.885826923,24,29
2002,204635,Ohio Northern University,OH,1,,54338.625,30429630,560,96,111,19,3461,519,89,1831,544,93,12252,415,71,8169,22275,19.69132434,5.784326524,22,28
2003,204635,Ohio Northern University,OH,1,,61894.35606,32680220,528,99,131,25,3540,479,90,1475,512,96,12613,400,75,7514,23310,20.56950619,5.987582972,22,28
2004,204635,Ohio Northern University,OH,1,,76249.53176,42013492,551,99,144,26,3753,509,92,1535,542,98,13463,425,77,8170,24645,19.97390297,6.208104978,21,27
2005,204635,Ohio Northern University,OH,1,,56507.80293,42437360,751,100,143,19,4707,663,88,1456,745,99,14097,573,76,9270,25815,17.50448518,6.108892239,23,28
2006,204635,Ohio Northern University,OH,1,,56498.97015,45425172,804,99,161,20,4210,718,89,1446,786,97,15622,647,80,12690,27045,18.62055796,5.881686258,23,28
2007,204635,Ohio Northern University,OH,1,,63357.87798,47771840,754,99,149,20,3514,646,85,1419,743,98,15717,582,77,9401,28260,19.93728872,6.362964485,23,29
2008,204635,Ohio Northern University,OH,1,,70415.2887,50487762,717,99,143,20,4025,597,83,1223,711,98,16948,533,74,9671,29610,20.78617051,6.493905932,23,29
2002,204617,Ohio Dominican University,OH,1,,40475.82558,6961842,172,99,72,41,3662,158,91,1743,124,71,4047,129,74,3620,12730,24.11344823,3.341355414,17,23
2003,204617,Ohio Dominican University,OH,1,,34923.452,8730863,250,100,93,37,3663,238,95,1711,243,97,5251,206,82,3639,16200,22.1139942,3.181494449,18,23
2004,204617,Ohio Dominican University,OH,1,,38143.88136,11252445,295,100,134,45,3024,265,90,1721,287,97,6221,261,88,4239,17200,20.17924265,2.776959998,18,22
2005,204617,Ohio Dominican University,OH,1,,31363.27512,13109849,418,100,165,39,3457,383,91,1736,416,99,6991,376,90,4603,18025,20.57252278,2.759983367,18,22
2006,204617,Ohio Dominican University,OH,1,,39366.25806,14644248,372,100,148,40,3443,352,95,1739,366,98,8261,329,88,4552,19454,25.94383264,2.80703763,19,24
2007,204617,Ohio Dominican University,OH,1,,46221.69492,16362480,354,100,147,42,4422,328,93,2131,353,100,9455,301,85,5522,20570,26.35765038,2.762029232,19,24
2008,204617,Ohio Dominican University,OH,1,,41087.80357,16106419,392,100,175,45,2541,317,81,1332,344,88,6251,305,78,5658,21794,31.42040328,2.732208981,19,23
2009,204617,Ohio Dominican University,OH,1,,47261.38095,16872313,357,100,153,43,4465,329,92,1862,355,99,10363,304,85,9286,23140,28.69058265,2.825885022,19,23
2002,204501,Oberlin College,OH,1,,5841.541451,2254835,386,57,82,12,4006,73,11,1668,379,56,17500,315,47,3273,26310,24.07122035,9.378860671,27,32
2003,204501,Oberlin College,OH,1,,84648.7182,33944136,401,56,89,12,3881,18,3,1076,386,54,18173,249,35,3240,28050,24.77433207,9.723835962,26,31
2004,204501,Oberlin College,OH,1,,84730.32779,35671468,421,56,96,13,3946,10,1,1701,402,54,18816,297,40,3492,29688,25.50218353,9.292576465,27,31
2005,204501,Oberlin College,OH,1,,81979.42857,36726784,448,62,83,11,4482,11,2,1897,424,58,19993,304,42,3609,31167,23.01056619,9.611556374,26,31
2006,204501,Oberlin College,OH,1,,91577.50868,36905736,403,56,54,8,3952,15,2,1811,376,52,19720,280,39,3864,32724,25.30828112,10.71419496,27,32
2007,204501,Oberlin College,OH,1,,75541.13267,38148272,505,72,51,7,3676,51,7,951,489,70,18607,306,44,3872,34426,25.56111812,9.822926179,27,31
2008,204501,Oberlin College,OH,1,,70365.62241,40812061,580,79,85,12,4286,71,10,805,568,77,19660,346,47,4205,36282,24.97010042,11.06546724,26,32
2003,204468,Notre Dame College,OH,1,613900,38706.8125,3096545,80,99,53,65,1449,80,99,3335,80,99,6011,76,94,3762,16052,17.62037723,4.7721855,16,25
2004,204468,Notre Dame College,OH,1,289130,82974.21818,4563582,55,100,24,44,2910,44,80,1905,38,69,14026,48,87,3572,17540,17.72624232,4.090671304,21,23
2005,204468,Notre Dame College,OH,1,,37468.02424,6182224,165,100,75,45,2675,127,77,1822,160,97,8492,147,89,3990,18350,16.8368984,3.318220853,17,22
2006,204468,Notre Dame College,OH,1,,50391.05195,7760222,154,97,60,38,3209,136,86,1869,153,97,9779,146,92,5268,19220,18.9973436,4.301285343,17,21
2007,204468,Notre Dame College,OH,1,,41519.84545,9134366,220,98,85,38,3671,179,80,2096,216,96,6980,206,92,3789,20130,15.2920085,3.701250464,18,21
2008,204468,Notre Dame College,OH,1,,45806.34632,10581266,231,100,101,44,3783,202,87,1994,22,10,9780,207,90,7955,21090,11.71256006,4.023398494,17,21
2002,204264,Muskingum College,OH,1,,21161.68664,9184172,434,99,136,31,2830,403,92,1913,415,94,5852,355,81,2618,13195,22.54487764,4.598706385,19,25
2003,204264,Muskingum College,OH,1,,22890.70495,10163473,444,99,148,33,3188,414,92,1987,419,94,5855,364,81,3073,13860,21.78624267,4.932773403,19,25
2004,204264,Muskingum College,OH,1,,27382.64323,10514935,384,99,128,33,3234,349,90,1019,372,96,7094,309,80,3668,14570,20.47125156,5.364124741,19,24
2005,204264,Muskingum College,OH,1,,24744.79698,11456841,463,99,146,31,3414,420,90,2099,446,95,7530,330,71,5152,15310,23.26937199,5.295580403,19,25
2006,204264,Muskingum College,OH,1,,28030.80562,11969154,427,99,123,28,3385,386,89,1829,411,95,7967,390,90,4999,16175,22.54815917,5.103278518,19,24
2007,204264,Muskingum College,OH,1,,31010.34375,12900303,416,99,145,35,3868,378,90,2200,400,95,8257,293,70,7062,17095,24.7421028,5.356775037,19,24
2008,204264,Muskingum College,OH,1,,31521.63318,13491259,428,100,146,34,3648,393,91,1584,401,93,8263,319,74,6676,18025,22.44887584,5.543609927,19,25
2002,204200,College of Mount St. Joseph,OH,1,,36195.3633,9664162,267,100,66,25,2539,213,79,2017,160,60,4600,165,62,3492,14290,24.59510013,7.296154107,18,25
2003,204200,College of Mount St. Joseph,OH,1,,33436.19661,9863678,295,98,107,36,2659,263,88,1706,273,91,6246,220,73,6494,15840,28.66039216,7.217962159,18,23
2004,204200,College of Mount St. Joseph,OH,1,,41950.07905,10613370,253,91,72,26,2719,234,84,1793,232,83,7537,206,74,4169,17040,28.62025122,7.108701708,18,24
2005,204200,College of Mount St. Joseph,OH,1,,38202.01286,11880826,311,96,98,30,2862,272,84,1651,288,89,8825,254,78,4135,19340,23.32987395,7.036935436,18,24
2006,204200,College of Mount St. Joseph,OH,1,,39978.24183,12233342,306,100,71,23,2843,270,88,1472,278,91,8066,242,79,6932,18790,26.2495169,6.969893138,18,23
2007,204200,College of Mount St. Joseph,OH,1,,43304.44984,13381075,309,100,86,28,3731,262,85,1831,288,93,8911,249,81,6130,20090,29.26784316,6.72630166,19,23
2008,204200,College of Mount St. Joseph,OH,1,,42024.4006,13952101,332,99,79,24,3488,280,84,1293,319,95,9400,277,83,7253,21200,31.78088536,6.433154995,19,24
2002,204194,Mount Vernon Nazarene University,OH,1,,23610.18519,7649700,324,90,121,34,2534,268,75,1705,285,79,2910,280,78,4623,12590,22.67230238,3.49182965,19,23
2003,204194,Mount Vernon Nazarene University,OH,1,,27258.64638,9404233,345,99,116,33,2627,308,88,1515,314,90,3314,271,78,3988,13288,24.03176589,3.767455858,20,25
2004,204194,Mount Vernon Nazarene University,OH,1,,24045.97319,8969148,373,100,113,30,2930,324,87,1684,355,95,4721,298,80,5427,14280,23.76312891,4.069669714,20,25
2005,204194,Mount Vernon Nazarene University,OH,1,,29090.625,8843550,304,100,99,33,2964,261,86,1511,290,95,4340,241,79,3741,14976,24.48565539,4.280639142,19,25
2006,204194,Mount Vernon Nazarene University,OH,1,,25287.52368,9609259,380,100,110,29,2962,329,87,1314,373,98,5392,308,81,4003,15886,29.71709421,4.50664642,20,25
2007,204194,Mount Vernon Nazarene University,OH,1,,30661.47399,10608870,346,100,109,32,3500,316,91,1627,339,98,5604,279,81,4783,16876,26.01944796,4.808874871,19,25
2008,204194,Mount Vernon Nazarene University,OH,1,,35183.74929,12349496,351,100,96,27,3886,314,89,1461,350,100,6730,287,82,5402,18064,34.07889228,4.880433956,20,25
2002,204185,Mount Union College,OH,1,,29094.14576,17165546,590,99,176,30,2753,557,93,1773,558,94,7012,331,56,4744,16310,19.71572713,5.502063385,20,25
2003,204185,Mount Union College,OH,1,,32779.70107,18422192,562,97,181,31,2821,526,91,1529,534,92,8014,354,61,4731,17150,18.46792131,5.717341733,20,25
2004,204185,Mount Union College,OH,1,,34044.21254,19541378,574,99,188,32,2741,531,92,1600,552,95,8179,333,58,5665,17850,17.77280394,5.909345391,19,24
2005,204185,Mount Union College,OH,1,,37995.73557,20403710,537,98,160,29,2502,499,91,1467,521,95,8619,287,52,5539,18810,19.69977008,5.774824677,20,25
2006,204185,Mount Union College,OH,1,,39621.46185,19731488,498,99,140,28,3289,474,94,1425,489,97,8655,404,80,4334,19850,21.64061994,5.875929918,20,25
2007,204185,Mount Union College,OH,1,,35074.7496,21991868,627,99,203,32,2997,578,91,1785,627,99,8655,550,86,4159,20970,19.44901192,5.815131773,20,25
2008,204185,Mount Union College,OH,1,,37436.68983,22087647,590,99,175,30,3798,534,90,1363,586,99,10255,505,85,6822,22050,21.31458135,5.973817641,19,25
2002,204176,Mount Carmel College of Nursing,OH,1,,22878.72414,663483,29,100,9,31,1947,28,97,2367,4,14,1750,18,62,3156,12916,22.66420061,8.094357361,16,21
2003,204176,Mount Carmel College of Nursing,OH,1,,22374.48718,872605,39,98,15,38,3063,37,93,1785,9,23,1167,29,73,3525,11354,24.67885673,6.826066755,17,22
2004,204176,Mount Carmel College of Nursing,OH,1,,20947.16,1047358,50,96,18,35,2793,50,96,1519,15,29,1356,23,44,4153,11674,22.93325501,6.671492366,16,25
2005,204176,Mount Carmel College of Nursing,OH,1,,22112.46939,1083511,49,100,13,27,3138,44,90,1513,19,39,1820,33,67,3101,14812,26.89141769,6.315408701,16,25
2006,204176,Mount Carmel College of Nursing,OH,1,,25513.80435,1173635,46,94,15,31,2003,43,88,2029,19,39,711,32,65,4452,7336,35.63324476,6.363079421,15,22
2007,204176,Mount Carmel College of Nursing,OH,1,,18265.73846,1187273,65,90,18,25,2479,65,90,1486,23,32,1543,42,58,4483,7372,27.94680267,6.107579392,16,22
2008,204176,Mount Carmel College of Nursing,OH,1,,16158.025,1292642,80,93,36,42,1418,76,88,909,32,37,769,59,69,2207,15762,34.06995252,5.734546465,8,24
2009,204176,Mount Carmel College of Nursing,OH,1,,18424.71014,1271305,69,90,39,51,1894,68,88,992,35,45,2244,60,78,5231,14233,37.76481614,5.773959492,19,24
2003,203960,Mercy College of Northwest Ohio,OH,1,,4931.835052,478388,97,50,37,19,2865,46,24,2163,33,17,1678,70,36,4585,6655,17.9533233,11.84919338,16,23
2006,203845,Marietta College,OH,1,,39763.83511,14951202,376,97,110,28,3591,266,69,1453,359,93,11188,319,82,3459,22656,19.50565274,7.027771943,20,26
2007,203845,Marietta College,OH,1,,42656.7754,15953634,374,97,113,29,3806,278,72,812,359,93,12148,286,74,3558,23815,20.83800706,6.624002246,20,26
2008,203845,Marietta College,OH,1,,44976.35969,17630733,392,94,116,28,4089,258,62,1325,380,91,12567,313,75,6517,24842,22.9459121,6.453537778,20,26
2004,203818,MedCentral College of Nursing,OH,1,,5821.844444,261983,45,100,15,33,1536,25,56,854,2,4,433,41,91,2175,8647,6.960845817,6.09074009,17,27
2005,203818,MedCentral College of Nursing,OH,1,,8480.516129,788688,93,100,36,39,1050,81,87,602,79,85,1399,71,76,1269,8925,15.05016783,3.34448174,19,27
2006,203818,MedCentral College of Nursing,OH,1,,20837.2623,1271073,61,97,21,33,1972,61,97,1196,25,40,2038,61,97,9067,9225,23.49373273,6.793368499,21,25
2008,203818,MedCentral College of Nursing,OH,1,326050,25186.75,1712699,68,99,54,78,1538,54,78,1023,16,23,1206,54,78,4500,10545,31.07275046,5.842739402,19,23
2009,203818,MedCentral College of Nursing,OH,1,489510,34252.74,1712637,50,94,19,36,3007,48,91,1465,19,36,3127,47,89,7577,11420,24.59893074,5.882353004,19,28
2002,203775,Malone College,OH,1,,27038.01972,9598497,355,100,96,27,3120,321,90,1739,339,95,4863,270,76,3595,13550,32.26762376,5.502591468,20,26
2003,203775,Malone College,OH,1,,29223.96243,10111491,346,99,112,32,3473,316,91,1664,334,96,5150,258,74,3862,14150,31.75010625,5.327228492,20,26
2004,203775,Malone College,OH,1,,27259.82732,10576813,388,100,120,31,3158,347,89,1455,371,95,5419,298,77,4121,14995,32.39996302,5.258354655,19,25
2005,203775,Malone College,OH,1,,28076.505,11230602,400,100,122,31,3062,345,86,1589,394,99,5862,327,82,4126,15880,29.29283828,5.273899982,20,25
2006,203775,Malone College,OH,1,,33194.99438,11817418,356,100,116,32,3078,316,89,1383,341,96,6273,276,77,5237,16790,29.23397402,5.442495162,19,25
2007,203775,Malone College,OH,1,,37302.94395,12645698,339,99,98,29,3656,300,88,1568,320,94,6421,257,75,5446,17790,31.73224772,5.442948836,20,25
2008,203775,Malone College,OH,1,,35772.36458,13736588,384,99,120,31,4002,343,88,1515,369,95,7531,298,77,6288,18870,32.31415166,5.320012773,20,25
2002,203757,Lourdes College,OH,1,,68763.22642,3644451,53,93,39,68,3027,49,86,1730,52,91,3717,39,68,3998,12650,32.85922653,6.966156023,18,22
